FDID,inc_date,inc_number,address,total_lost,total_acres_burned,equipment_involved_in_ignition,total_injuries,total_deaths,year
49555, 09/21/2012,7612,135  MCCHRISTIAN AVE BODEGA_BAY 94923,0.0,0.1,211 - Electrical power (utility) line.,0,0,2012
33090, 09/21/2012,93870,00087154  CENTER ST THER 92274,0.0,1.0,211 - Electrical power (utility) line.,0,0,2012
43080, 09/21/2012,2650059,27087  OLD TRACE LN LOS ALTOS HILLS 94022,0.0,0.01,211 - Electrical power (utility) line.,0,0,2012
34090, 09/23/2012,0121401,007625  Lakehill CT Sloughhouse 95624,0.0,18.0,211 - Electrical power (utility) line.,0,0,2012
20555, 09/23/2012,15485,00026000  RD 26  MADERA_ACRES 93638,0.0,45.1,211 - Electrical power (utility) line.,0,0,2012
29555, 09/23/2012,21167,00019172  LEOPARD CT NCCFD88 95949,0.0,3.5,211 - Electrical power (utility) line.,0,0,2012
43555, 09/25/2012,4172,20860  Reynolds RD Los Gatos 95032,0.0,0.1,211 - Electrical power (utility) line.,0,0,2012
44090, 09/27/2012,8502,00002540 W BEACH RD PAJARO_DUNES 95076,0.0,0.1,211 - Electrical power (utility) line.,0,0,2012
54050, 09/29/2012,8504,190 S LEGGETT ST Porterville 93257,0.0,0.0,211 - Electrical power (utility) line.,0,0,2012
45555, 09/29/2012,8031,  Wingfield  SHASTA 96087,0.0,0.04,211 - Electrical power (utility) line.,0,0,2012
45555, 09/30/2012,8057,00020258  OLD ALTURAS RD SHASTACOLL 96003,0.0,0.1,211 - Electrical power (utility) line.,0,0,2012
13020, 10/01/2012,0003022,1602  Pepper AVE El Centro 92243,0.0,0.0,211 - Electrical power (utility) line.,0,0,2012
4035, 10/01/2012,9899,00000526  VANCE AVE BGS 95965,500.0,1.0,211 - Electrical power (utility) line.,0,0,2012
45055, 10/03/2012,8756,795  LAKEVIEW DR Redding 96001,300.0,0.0,211 - Electrical power (utility) line.,0,0,2012
15555, 10/03/2012,1231444,  FIELD FIRE  BAKERSFIELD 93308,501.0,5.0,211 - Electrical power (utility) line.,0,0,2012
16015, 10/03/2012,0003377,2012  CHARLES ST CORCORAN 93212,0.0,0.01,211 - Electrical power (utility) line.,0,0,2012
33555, 10/05/2012,98776,00000000  DAVID MOUNTAIN RD BEAU 99999,0.0,0.1,211 - Electrical power (utility) line.,0,0,2012
23080, 10/06/2012,698,1204  Vichy Springs RD Ukiah 95482,0.0,0.0,211 - Electrical power (utility) line.,0,0,2012
19030, 10/09/2012,0058061,947 N ONTARIO ST Burbank 91505,0.0,0.01,211 - Electrical power (utility) line.,0,0,2012
19180, 10/10/2012,1212487,2266  26TH ST SANTA MONICA 90405,0.0,0.0,211 - Electrical power (utility) line.,0,0,2012
15555, 10/12/2012,1232311,528  RIM RD BODFISH 93205,2.0,0.01,211 - Electrical power (utility) line.,0,0,2012
19145, 10/17/2012,0059803,  NEW YORK DR PASADENA 91107,0.0,0.0,211 - Electrical power (utility) line.,0,0,2012
57555, 10/17/2012,8385,11.2 N Highway16 HWY Guinda 95637,0.0,0.32,211 - Electrical power (utility) line.,0,0,2012
12130, 10/19/2012,HUU6210,  1800 Stanley Creek Road  Whitethorn 95589,0.0,4.0,211 - Electrical power (utility) line.,0,0,2012
9555, 10/19/2012,24562,00002603  CASCADE TRL COOL 95614,0.0,0.1,211 - Electrical power (utility) line.,0,0,2012
12555, 10/19/2012,6210,00001100  STANLEY CREEK RD WHITETHORN 95489,10000.0,1.0,211 - Electrical power (utility) line.,0,0,2012
16015, 10/20/2012,0003608,  LANSING AVE STRATFORD 93266,4500.0,0.01,211 - Electrical power (utility) line.,0,0,2012
12555, 10/20/2012,6235,18486  Mattole RD PETROLIA 95558,0.0,0.1,211 - Electrical power (utility) line.,0,0,2012
19555, 10/26/2012,0256915,33350 N HUBBARD  ACTON 000000000,81.0,0.12,211 - Electrical power (utility) line.,0,0,2012
56555, 10/27/2012,29864,     ,0.0,4.0,211 - Electrical power (utility) line.,0,0,2012
15555, 10/28/2012,1234064,9350  Tehachapi Willow Springs RD KERN COUNTY 93501,2.0,10.0,211 - Electrical power (utility) line.,0,0,2012
